# LANCTL error catalog - generated; do not edit manually
# FORMAT: ERROR_ID | LEVEL | SOURCE_FILE | LINE | ORIGIN | KIND
# Static IDs derive from semantic points; literal runtime events use origin + code
0e910EE831 | 36 | src/lanctl/apps/wire/cli/commands.py | 132 | src.lanctl.apps.wire.cli.commands.CommandProcessor._parse_data | raise
0e91173F79 | 33 | src/lanctl/shared/assets/icons.py | 110 | src.lanctl.shared.assets.icons.IconManager.register | raise
0e911F9C0C | 46 | src/lanctl/apps/ip/infrastructure/services/lan_scanner.py | 74 | src.lanctl.apps.ip.infrastructure.services.lan_scanner.local_ipv4 | raise
0e915E20B9 | 36 | src/lanctl/apps/ip/lab/scenario.py | 39 | src.lanctl.apps.ip.lab.scenario.validate_scenario | raise
0e91817D51 | 36 | src/lanctl/apps/ip/interfaces/gui/main.py | 343 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.diagnose_device.operation | raise
0e920FFB59 | 36 | src/lanctl/apps/wire/idf/sample_topology.py | 225 | src.lanctl.apps.wire.idf.sample_topology.migrate_legacy_links | raise
0e92AC20F1 | 43 | src/lanctl/core/projects/workspace.py | 241 | src.lanctl.core.projects.workspace.activate_project_workspace | raise
0e93292608 | 42 | src/lanctl/core/recurrent_elements.py | 28 | src.lanctl.core.recurrent_elements.RecurrentElementDatabase.load | raise
0e9362E809 | 48 | src/lanctl/core/plugins/package.py | 35 | src.lanctl.core.plugins.package.verify_package | raise
0e93AE29E8 | 42 | src/lanctl/apps/monitor/configuration.py | 64 | src.lanctl.apps.monitor.configuration.MonitorConfig.__post_init__ | raise
0e93AE3EE1 | 47 | src/lanctl/core/plugins/functions.py | 26 | src.lanctl.core.plugins.functions.FunctionRegistry.register | raise
0e9408ABC2 | 41 | src/lanctl/apps/monitor/lifecycle.py | 32 | src.lanctl.apps.monitor.lifecycle.SingletonLock.acquire | raise
0e9459B0A3 | 46 | src/lanctl/core/persistence.py | 43 | src.lanctl.core.persistence.restore_backup | raise
0e9468D75F | 33 | src/lanctl/apps/monitor/configuration.py | 102 | src.lanctl.apps.monitor.configuration.ConfigProvider.profile | raise
0e94BD03F4 | 47 | src/lanctl/core/plugins/manager.py | 585 | src.lanctl.core.plugins.manager.PluginManager._load_declarative_extensions | raise
0e94E25BCC | 36 | src/lanctl/apps/wire/tui/app.py | 1288 | src.lanctl.apps.wire.tui.app.LanwireTui._execute_wire_side_action | raise
0e95408829 | 42 | src/lanctl/core/persistence.py | 139 | src.lanctl.core.persistence.import_storage | raise
0e958887E0 | 33 | src/lanctl/core/plugins/wol_runtime.py | 41 | src.lanctl.core.plugins.wol_runtime.send_magic_packet | raise
0e9624A1B7 | 33 | src/lanctl/apps/ip/interfaces/cli/commands/list.py | 260 | src.lanctl.apps.ip.interfaces.cli.commands.list.run_list | raise
0e973A7DFB | 33 | src/lanctl/apps/access/auth.py | 96 | src.lanctl.apps.access.auth.AuthenticationService.add_user | raise
0e97EF52F0 | 45 | src/lanctl/apps/access/remote.py | 74 | src.lanctl.apps.access.remote.required_permission | raise
0e97F69AB1 | 33 | src/lanctl/apps/ip/interfaces/gui/main.py | 464 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.open_service.operation | raise
0e993BDD22 | 12 | src/lanctl/core/projects/save_policy.py | 143 | src.lanctl.core.projects.save_policy._plugin_modes | diagnostic
0e99784E49 | 33 | src/lanctl/apps/ip/infrastructure/services/element_scanner.py | 161 | src.lanctl.apps.ip.infrastructure.services.element_scanner.parse_ports | raise
0e99AC7B93 | 14 | src/lanctl/apps/ip/infrastructure/services/element_scanner.py | 332 | LANCTL.Scanner.ServiceIdentification | diagnostic
0e99FE5F42 | 43 | src/lanctl/core/credentials.py | 153 | src.lanctl.core.credentials.CredentialStore.get | raise
0e9A80B0F0 | 33 | src/lanctl/core/query.py | 48 | src.lanctl.core.query.matches_query | raise
0e9ABF934C | 48 | src/lanctl/core/plugins/models.py | 95 | src.lanctl.core.plugins.models.PluginManifest.from_dict | raise
0e9B2843D9 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/access.py | 78 | src.lanctl.apps.ip.interfaces.cli.commands.access.run_access | raise
0e9B637415 | 37 | src/lanctl/apps/ip/infrastructure/services/lan_scanner.py | 106 | src.lanctl.apps.ip.infrastructure.services.lan_scanner.LanScanner.__init__ | raise
0e9B7C877E | 37 | src/lanctl/core/plugins/device_adapters.py | 41 | LANCTL.Plugin.DeviceAdapter.Result | diagnostic
0e9B7DC37C | 42 | src/lanctl/apps/monitor/service.py | 218 | src.lanctl.apps.monitor.service.MonitorService._execute_check | raise
0e9B83068C | 36 | src/lanctl/shared/i18n.py | 282 | src.lanctl.shared.i18n.LanguageManager.translate | raise
0e9B8EEC28 | 36 | src/lanctl/apps/wire/idf/database.py | 380 | src.lanctl.apps.wire.idf.database.IDFDatabaseManager._validate_database | raise
0e9B930D2F | 33 | src/lanctl/apps/ip/interfaces/gui/main.py | 495 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.open_terminal.operation | raise
0e9B9EA7FB | 45 | src/lanctl/apps/monitor/identity.py | 32 | src.lanctl.apps.monitor.identity.IdentityResolver.validate | raise
0e9BAC94E1 | 36 | src/lanctl/apps/wire/idf/idf.py | 51 | src.lanctl.apps.wire.idf.idf.IDF.__post_init__ | raise
0e9C3848C4 | 31 | src/lanctl/apps/ip/infrastructure/cisco/planner.py | 81 | src.lanctl.apps.ip.infrastructure.cisco.planner.CiscoPlanner.plan | raise
0e9C5B2047 | 42 | src/lanctl/core/device_retention.py | 30 | src.lanctl.core.device_retention.normalize_retention_mode | raise
0e9D6410C7 | 36 | src/lanctl/shared/i18n.py | 241 | src.lanctl.shared.i18n.LanguageManager.add_provider | raise
0e9DE88702 | 36 | src/lanctl/apps/ip/lab/scenario.py | 183 | src.lanctl.apps.ip.lab.scenario.LabRepository.load | raise
0e9DF5B836 | 14 | src/lanctl/apps/ip/infrastructure/services/network_discovery.py | 66 | LANCTL.Discovery.Multicast | diagnostic
0e9E0005EA | 48 | src/lanctl/apps/wire/xfile.py | 173 | src.lanctl.apps.wire.xfile.update_json | raise
0e9E16F998 | 18 | src/lanctl/core/projects/workspace.py | 294 | LANCTL.Project.Workspace.Active | diagnostic
0e9EE18D3B | 43 | src/lanctl/core/projects/vlf.py | 627 | src.lanctl.core.projects.vlf._safe_archive | raise
0e9F1928B5 | 47 | src/lanctl/core/plugins/smb_runtime.py | 207 | src.lanctl.core.plugins.smb_runtime.SMBNative.connect | raise
0e9FBD23D6 | 16 | src/lanctl/apps/access/runtime.py | 178 | LANCTL.Access.Runtime.Supervisor | diagnostic
0eA043AB4D | 42 | src/lanctl/core/device_retention.py | 48 | src.lanctl.core.device_retention.normalize_retention_scope | raise
0eA06952AE | 31 | src/lanctl/apps/ip/interfaces/cli/commands/smb.py | 92 | src.lanctl.apps.ip.interfaces.cli.commands.smb._grammar | raise
0eA07A0859 | 32 | src/lanctl/apps/ip/interfaces/cli/commands/group.py | 53 | src.lanctl.apps.ip.interfaces.cli.commands.group.run_group | raise
0eA08A1B03 | 36 | src/lanctl/apps/wire/tui/app.py | 1329 | src.lanctl.apps.wire.tui.app.LanwireTui._move_selected_connection | raise
0eA09388A0 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/download_settings.py | 127 | src.lanctl.apps.ip.interfaces.cli.commands.download_settings.run_download_settings | raise
0eA09970E7 | 33 | src/lanctl/core/plugins/wol_runtime.py | 43 | src.lanctl.core.plugins.wol_runtime.send_magic_packet | raise
0eA0ED3167 | 47 | src/lanctl/core/plugins/events.py | 50 | src.lanctl.core.plugins.events.EventRegistry.register | raise
0eA1432B0C | 36 | src/lanctl/apps/wire/idf/database.py | 221 | src.lanctl.apps.wire.idf.database.IDFDatabaseManager.update.replace | raise
0eA16BF7CA | 42 | src/lanctl/apps/monitor/checks.py | 32 | src.lanctl.apps.monitor.checks.CheckRegistry.get | raise
0eA187B5AC | 36 | src/lanctl/apps/wire/idf/sample_topology.py | 173 | src.lanctl.apps.wire.idf.sample_topology.validate_topology | raise
0eA2988C89 | 14 | src/lanctl/shared/i18n.py | 429 | LANCTL.I18N.Initialization | diagnostic
0eA2BD3D33 | 32 | src/lanctl/apps/access/store.py | 101 | src.lanctl.apps.access.store.AccessStore.delete_user.operation | raise
0eA2C4D694 | 36 | src/lanctl/apps/access/https_server.py | 176 | src.lanctl.apps.access.https_server.HttpsAccessServer.__init__.Handler._body | raise
0eA30FD2DF | 43 | src/lanctl/core/projects/vlf.py | 347 | src.lanctl.core.projects.vlf.append_monitor_document | raise
0eA32153DF | 42 | src/lanctl/core/device_retention.py | 101 | src.lanctl.core.device_retention.apply_retention | raise
0eA39CA2DB | 33 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 617 | src.lanctl.apps.ip.interfaces.cli.commands.wol._power | raise
0eA3D8E8DA | 33 | src/lanctl/apps/wire/idf/idf.py | 49 | src.lanctl.apps.wire.idf.idf.IDF.__post_init__ | raise
0eA41B9F22 | 43 | src/lanctl/core/group_database.py | 73 | src.lanctl.core.group_database.recover_device_group_transaction | raise
0eA4C130C3 | 35 | src/lanctl/core/group_database.py | 178 | src.lanctl.core.group_database.GroupDatabase.edit_device_fields | raise
0eA564E65D | 31 | src/lanctl/apps/ip/interfaces/cli/commands/ping.py | 79 | src.lanctl.apps.ip.interfaces.cli.commands.ping._resolve_target | raise
0eA573C475 | 16 | src/lanctl/apps/monitor/scheduler.py | 134 | src.lanctl.apps.monitor.scheduler.MonitorScheduler._done | diagnostic
0eA5831B3D | 43 | src/lanctl/core/group_database.py | 75 | src.lanctl.core.group_database.recover_device_group_transaction | raise
0eA583FCB0 | 36 | src/lanctl/apps/wire/cli/commands.py | 373 | src.lanctl.apps.wire.cli.commands.CommandProcessor._add_options | raise
0eA5A9C96C | 33 | src/lanctl/core/error_catalog.py | 62 | src.lanctl.core.error_catalog.find_error | raise
0eA5B328D3 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/settings.py | 381 | src.lanctl.apps.ip.interfaces.cli.commands.settings.run_settings | raise
0eA64071CB | 47 | src/lanctl/core/plugins/smb_runtime.py | 313 | src.lanctl.core.plugins.smb_runtime.SMBNative._linux_shares | raise
0eA6721055 | 18 | src/lanctl/apps/access/ssh_server.py | 217 | LANCTL.Access.SSH.Session | diagnostic
0eA70FBDFF | 34 | src/lanctl/apps/ip/interfaces/tui/main.py | 2937 | LANCTL.TUI.ProjectManager.Create | diagnostic
0eA712D035 | 48 | src/lanctl/core/plugins/ui_contracts.py | 66 | src.lanctl.core.plugins.ui_contracts.validate_form_schema | raise
0eA7371500 | 34 | src/lanctl/apps/ip/interfaces/cli/commands/access.py | 261 | src.lanctl.apps.ip.interfaces.cli.commands.access._user | raise
0eA73A394B | 33 | src/lanctl/core/plugins/isolated_runtime.py | 216 | src.lanctl.core.plugins.isolated_runtime._worker | raise
0eA76651DB | 49 | src/lanctl/core/persistence.py | 162 | src.lanctl.core.persistence.import_storage | raise
0eA7B218D8 | 42 | src/lanctl/core/recurrent_elements.py | 33 | src.lanctl.core.recurrent_elements.RecurrentElementDatabase.load | raise
0eA7B33044 | 46 | src/lanctl/apps/access/ssh_server.py | 149 | src.lanctl.apps.access.ssh_server.SshAccessServer.serve_forever | raise
0eA7E5F466 | 49 | src/lanctl/core/file_transaction.py | 76 | src.lanctl.core.file_transaction.InterProcessLock.acquire | raise
0eA83FFC25 | 31 | src/lanctl/apps/ip/infrastructure/cisco/planner.py | 32 | src.lanctl.apps.ip.infrastructure.cisco.planner.CiscoPlanner._validate | raise
0eA846D550 | 42 | src/lanctl/core/persistence.py | 195 | src.lanctl.core.persistence.migrate_schema | raise
0eA8784D36 | 43 | src/lanctl/core/group_database.py | 341 | src.lanctl.core.group_database.GroupDatabase.delete_device | raise
0eA8AA37A6 | 08 | src/lanctl/core/config.py | 605 | src.lanctl.core.config.load_config | diagnostic
0eA8BA3FD2 | 43 | src/lanctl/core/database.py | 639 | src.lanctl.core.database.DeviceDatabase.add_device | raise
0eA9FFBBAD | 31 | src/lanctl/apps/wire/cli/commands.py | 142 | src.lanctl.apps.wire.cli.commands.CommandProcessor._idf_command | raise
0eAA792736 | 36 | src/lanctl/infrastructure/distribution/release.py | 29 | src.lanctl.infrastructure.distribution.release.normalize_architecture | raise
0eAAE9C310 | 33 | src/lanctl/apps/monitor/configuration.py | 158 | src.lanctl.apps.monitor.configuration.validate_monitor_settings | raise
0eAB02BDA4 | 36 | src/lanctl/apps/wire/topology.py | 196 | src.lanctl.apps.wire.topology.build_ports | raise
0eAB6645E6 | 36 | src/lanctl/apps/ip/infrastructure/terminals/tr064.py | 29 | src.lanctl.apps.ip.infrastructure.terminals.tr064.parse_call | raise
0eABC4BAC2 | 42 | src/lanctl/core/plugins/api.py | 94 | src.lanctl.core.plugins.api._PluginErrors.emit | diagnostic
0eABC674BB | 31 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 494 | src.lanctl.apps.ip.interfaces.cli.commands.wol._validate_graph.visit | raise
0eAC3D4942 | 47 | src/lanctl/core/plugins/declarative_commands.py | 23 | src.lanctl.core.plugins.declarative_commands.register_declarative_commands | raise
0eAC4FC7ED | 43 | src/lanctl/core/projects/vlf.py | 638 | src.lanctl.core.projects.vlf._verify_sqlite | raise
0eAC739243 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 725 | src.lanctl.apps.ip.interfaces.cli.commands.wol.run_wol | raise
0eAC8E7A0A | 43 | src/lanctl/core/projects/vlf.py | 645 | src.lanctl.core.projects.vlf._verify_sqlite | raise
0eAD554E1B | 45 | src/lanctl/apps/access/auth.py | 132 | src.lanctl.apps.access.auth.AuthenticationService._usable | raise
0eAD8D1D04 | 48 | src/lanctl/core/plugins/package.py | 220 | src.lanctl.core.plugins.package.safe_package | raise
0eADEE93F9 | 47 | src/lanctl/core/plugins/functions.py | 35 | src.lanctl.core.plugins.functions.FunctionRegistry.call | raise
0eAE2CEE4B | 46 | src/lanctl/core/projects/workspace.py | 82 | src.lanctl.core.projects.workspace.mark_workspace_synchronized | raise
0eAE3DF573 | 12 | src/lanctl/core/projects/save_policy.py | 143 | LANCTL.Project.SaveMode.Discovery | diagnostic
0eAE71929A | 42 | src/lanctl/apps/ip/infrastructure/protocols/ssh.py | 314 | src.lanctl.apps.ip.infrastructure.protocols.ssh.open_colored_interactive | raise
0eAE793320 | 33 | src/lanctl/shared/assets/icons.py | 257 | src.lanctl.shared.assets.icons.jpeg_dimensions | raise
0eAEC91E95 | 14 | src/lanctl/core/plugins/manager.py | 320 | LANCTL.Plugin.Deactivation | diagnostic
0eAF029710 | 45 | src/lanctl/core/plugins/manager.py | 253 | src.lanctl.core.plugins.manager.PluginManager.uninstall | raise
0eAF49F55D | 32 | src/lanctl/apps/ip/interfaces/cli/commands/history.py | 63 | src.lanctl.apps.ip.interfaces.cli.commands.history.run_history | raise
0eAFA2BFEE | 31 | src/lanctl/apps/ip/interfaces/cli/commands/element.py | 190 | src.lanctl.apps.ip.interfaces.cli.commands.element.run_element | raise
0eAFA406AB | 31 | src/lanctl/apps/ip/interfaces/cli/commands/ssh.py | 52 | src.lanctl.apps.ip.interfaces.cli.commands.ssh.run_ssh | raise
0eAFBF8F65 | 33 | src/lanctl/apps/ip/interfaces/cli/commands/access.py | 107 | src.lanctl.apps.ip.interfaces.cli.commands.access.run_access | raise
0eB03617DC | 42 | src/lanctl/apps/monitor/configuration.py | 145 | src.lanctl.apps.monitor.configuration.validate_profile | raise
0eB061398D | 34 | src/lanctl/apps/ip/interfaces/cli/commands/modes.py | 130 | src.lanctl.apps.ip.interfaces.cli.commands.modes._run_global_command | print-error
0eB06A22C5 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/lab.py | 143 | src.lanctl.apps.ip.interfaces.cli.commands.lab.run_lab | raise
0eB0D32EE0 | 46 | src/lanctl/apps/ip/infrastructure/protocols/ssh.py | 188 | src.lanctl.apps.ip.infrastructure.protocols.ssh.run_show_command | raise
0eB0E81809 | 47 | src/lanctl/core/plugins/manager.py | 569 | src.lanctl.core.plugins.manager.PluginManager._load_declarative_extensions | raise
0eB112A2E3 | 31 | src/lanctl/apps/wire/cli/commands.py | 412 | src.lanctl.apps.wire.cli.commands.CommandProcessor._prefix_command | raise
0eB1346C6E | 47 | src/lanctl/core/plugins/smb_runtime.py | 389 | src.lanctl.core.plugins.smb_runtime.SMBService.inspect | raise
0eB1E41748 | 36 | src/lanctl/apps/ip/interfaces/gui/main.py | 380 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.get_device_details.operation | raise
0eB30BD3F0 | 43 | src/lanctl/core/history.py | 83 | src.lanctl.core.history.HistoryEvent.__post_init__ | raise
0eB31D6075 | 31 | src/lanctl/apps/wire/topology.py | 187 | src.lanctl.apps.wire.topology.build_ports | raise
0eB33593EC | 43 | src/lanctl/core/history.py | 79 | src.lanctl.core.history.HistoryEvent.__post_init__ | raise
0eB35B324B | 37 | src/lanctl/apps/ip/infrastructure/services/element_scanner.py | 263 | src.lanctl.apps.ip.infrastructure.services.element_scanner.identify_device | raise
0eB396A590 | 33 | src/lanctl/apps/ip/interfaces/cli/commands/settings.py | 301 | src.lanctl.apps.ip.interfaces.cli.commands.settings.run_settings | raise
0eB43D42C1 | 42 | src/lanctl/apps/access/ssh_server.py | 167 | src.lanctl.apps.access.ssh_server.SshAccessServer.prepare | raise
0eB44143AC | 43 | src/lanctl/core/database.py | 602 | src.lanctl.core.database.DeviceDatabase._set_protocol_in_memory | raise
0eB4A6F472 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/settings.py | 314 | src.lanctl.apps.ip.interfaces.cli.commands.settings.run_settings | raise
0eB4BBA22A | 35 | src/lanctl/core/group_database.py | 306 | src.lanctl.core.group_database.GroupDatabase.add | raise
0eB4D3B136 | 33 | src/lanctl/apps/monitor/configuration.py | 62 | src.lanctl.apps.monitor.configuration.MonitorConfig.__post_init__ | raise
0eB4DCAE3D | 31 | src/lanctl/apps/ip/interfaces/tui/main.py | 3566 | src.lanctl.apps.ip.interfaces.tui.main._translate_tui_element | raise
0eB55F59EE | 41 | src/lanctl/apps/monitor/sessions.py | 50 | src.lanctl.apps.monitor.sessions.SessionManager.stop | raise
0eB5BFF09C | 14 | src/lanctl/apps/ip/infrastructure/services/manufacturer.py | 15 | LANCTL.Manufacturer.LocalDatabase | diagnostic
0eB5C21A2C | 46 | src/lanctl/apps/ip/interfaces/tui/main.py | 3272 | src.lanctl.apps.ip.interfaces.tui.main.LanctlTui.run | raise
0eB5E59141 | 36 | src/lanctl/apps/ip/infrastructure/cisco/models.py | 45 | src.lanctl.apps.ip.infrastructure.cisco.models.SwitchProfile.resolve_port | raise
0eB5F1B64E | 41 | src/lanctl/core/projects/save_policy.py | 287 | src.lanctl.core.projects.save_policy._verify_saved_workspace | raise
0eB64D4C3E | 33 | src/lanctl/core/plugins/events.py | 45 | src.lanctl.core.plugins.events.EventRegistry.register | raise
0eB64E4B7E | 36 | src/lanctl/apps/ip/lab/scenario.py | 33 | src.lanctl.apps.ip.lab.scenario.validate_scenario | raise
0eB65E9FD8 | 46 | src/lanctl/apps/access/ssh_server.py | 41 | src.lanctl.apps.access.ssh_server.RestrictedSshServer.check_auth_publickey | return-error
0eB6BB5263 | 42 | src/lanctl/core/error_catalog.py | 46 | src.lanctl.core.error_catalog.load_error_catalog | raise
0eB71BD2D4 | 36 | src/lanctl/apps/access/manager_cli.py | 196 | src.lanctl.apps.access.manager_cli.main | raise
0eB734615A | 43 | src/lanctl/core/credentials.py | 81 | src.lanctl.core.credentials.unprotect_secret | raise
0eB78B80D7 | 34 | src/lanctl/apps/ip/interfaces/tui/main.py | 2937 | src.lanctl.apps.ip.interfaces.tui.main.LanctlTui._submit_project_creation | diagnostic
0eB78C04FD | 36 | src/lanctl/apps/ip/interfaces/tui/clipboard.py | 34 | src.lanctl.apps.ip.interfaces.tui.clipboard.copy_text | raise
0eB7A1943F | 32 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 688 | src.lanctl.apps.ip.interfaces.cli.commands.wol.run_wol | raise
0eB7F64963 | 36 | src/lanctl/apps/wire/tui/app.py | 1278 | src.lanctl.apps.wire.tui.app.LanwireTui._execute_wire_side_action | raise
0eB8049B69 | 43 | src/lanctl/core/credentials.py | 95 | src.lanctl.core.credentials.unprotect_secret | raise
0eB849D580 | 47 | src/lanctl/core/plugins/smb_runtime.py | 246 | src.lanctl.core.plugins.smb_runtime.SMBNative.open_path | raise
0eB851E2DA | 32 | src/lanctl/apps/ip/interfaces/gui/main.py | 145 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.plugin_panel_data.operation | raise
0eB8AECD76 | 41 | src/lanctl/apps/access/root_control.py | 163 | src.lanctl.apps.access.root_control.forced_view | raise
0eB8DE8AAD | 45 | src/lanctl/apps/access/remote.py | 249 | src.lanctl.apps.access.remote.RemoteGuiApi.call | raise
0eB8FB0216 | 41 | src/lanctl/apps/access/root_control.py | 115 | src.lanctl.apps.access.root_control.enqueue | raise
0eB8FCD42E | 36 | src/lanctl/apps/access/remote.py | 104 | src.lanctl.apps.access.remote.parse_remote_command | raise
0eB908E75C | 43 | src/lanctl/core/history.py | 81 | src.lanctl.core.history.HistoryEvent.__post_init__ | raise
0eB9DDE1C5 | 32 | src/lanctl/apps/ip/interfaces/cli/commands/monitor.py | 224 | src.lanctl.apps.ip.interfaces.cli.commands.monitor._incident_action | raise
0eB9DE8BB8 | 46 | src/lanctl/apps/access/remote.py | 168 | LANCTL.Access.Remote.Command | diagnostic
0eB9F8BAE2 | 36 | src/lanctl/apps/wire/error.py | 42 | src.lanctl.apps.wire.error.Error.__init__ | raise
0eBA24C142 | 42 | src/lanctl/apps/monitor/configuration.py | 186 | src.lanctl.apps.monitor.configuration.JsonDocument.load | raise
0eBA2B4EC2 | 43 | src/lanctl/core/projects/vlf.py | 620 | src.lanctl.core.projects.vlf._safe_archive | raise
0eBA473F8A | 43 | src/lanctl/core/group_database.py | 245 | src.lanctl.core.group_database.GroupDatabase.create | raise
0eBA6E2BD9 | 32 | src/lanctl/apps/ip/interfaces/cli/commands/settings.py | 427 | src.lanctl.apps.ip.interfaces.cli.commands.settings.run_settings | raise
0eBB1F38FC | 33 | src/lanctl/apps/ip/interfaces/cli/commands/switch.py | 284 | src.lanctl.apps.ip.interfaces.cli.commands.switch.run_switch | raise
0eBB9A5968 | 36 | src/lanctl/apps/access/https_server.py | 168 | src.lanctl.apps.access.https_server.HttpsAccessServer.__init__.Handler._body | raise
0eBB9E4629 | 36 | src/lanctl/apps/ip/interfaces/tui/main.py | 1738 | src.lanctl.apps.ip.interfaces.tui.main.LanctlTui._read_secret | raise
0eBBCAE77D | 33 | src/lanctl/apps/access/network.py | 16 | src.lanctl.apps.access.network.validate_endpoint | raise
0eBC4DB10F | 33 | src/lanctl/apps/access/auth.py | 109 | src.lanctl.apps.access.auth.AuthenticationService.add_user | raise
0eBC52EA9D | 46 | src/lanctl/apps/ip/interfaces/cli/commands/monitor.py | 597 | LANCTL.Monitor.Restart.Stop | diagnostic
0eBCC6D86B | 36 | src/lanctl/apps/ip/interfaces/gui/main.py | 411 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.save_project.operation | raise
0eBD1C044F | 42 | src/lanctl/apps/ip/infrastructure/protocols/ssh.py | 183 | src.lanctl.apps.ip.infrastructure.protocols.ssh.run_show_command | raise
0eBD2FA037 | 49 | src/lanctl/core/errors.py | 254 | src.lanctl.core.errors.ErrorManager.emit | raise
0eBD594B28 | 33 | src/lanctl/apps/wire/idf/idf.py | 47 | src.lanctl.apps.wire.idf.idf.IDF.__post_init__ | raise
0eBD61A665 | 33 | src/lanctl/apps/ip/domain/models/device.py | 310 | src.lanctl.apps.ip.domain.models.device.Device.__delitem__ | raise
0eBDE2E3A2 | 36 | src/lanctl/apps/access/auth.py | 94 | src.lanctl.apps.access.auth.AuthenticationService.add_user | raise
0eBDF1F60A | 36 | src/lanctl/infrastructure/distribution/release.py | 46 | src.lanctl.infrastructure.distribution.release.artifact_name | raise
0eBEC53A0A | 33 | src/lanctl/apps/ip/infrastructure/protocols/radmin.py | 110 | src.lanctl.apps.ip.infrastructure.protocols.radmin.build_arguments | raise
0eBEF0D5FE | 41 | src/lanctl/apps/ip/interfaces/gui/main.py | 590 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi._respond | return-error
0eBF05FB69 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/element.py | 171 | src.lanctl.apps.ip.interfaces.cli.commands.element.run_element | raise
0eBF9AF302 | 48 | src/lanctl/core/plugins/ui_contracts.py | 33 | src.lanctl.core.plugins.ui_contracts.validate_ui_panel | raise
0eBFE0D2BA | 39 | src/lanctl/apps/ip/interfaces/cli/commands/database.py | 69 | src.lanctl.apps.ip.interfaces.cli.commands.database.run_database | raise
0eBFEF407A | 33 | src/lanctl/core/paths.py | 106 | src.lanctl.core.paths.secret_root | raise
0eC017CB83 | 36 | src/lanctl/apps/wire/idf/sample_topology.py | 191 | src.lanctl.apps.wire.idf.sample_topology.validate_topology | raise
0eC024EEAA | 47 | src/lanctl/core/plugins/smb_runtime.py | 233 | src.lanctl.core.plugins.smb_runtime.SMBNative.open_path | raise
0eC05E5B8E | 33 | src/lanctl/apps/ip/interfaces/cli/commands/switch.py | 79 | src.lanctl.apps.ip.interfaces.cli.commands.switch._device_profile | raise
0eC0A3293C | 43 | src/lanctl/core/projects/vlf.py | 109 | src.lanctl.core.projects.vlf.create_project | raise
0eC0BE61E5 | 36 | src/lanctl/apps/wire/idf/database.py | 237 | src.lanctl.apps.wire.idf.database.IDFDatabaseManager.update.replace | raise
0eC126B49A | 46 | src/lanctl/apps/wire/xfile.py | 54 | src.lanctl.apps.wire.xfile.FileLock.acquire | raise
0eC1AC25C1 | 45 | src/lanctl/core/plugins/events.py | 47 | src.lanctl.core.plugins.events.EventRegistry.register | raise
0eC1BF48F2 | 36 | src/lanctl/apps/ip/interfaces/gui/main.py | 729 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi._apply_edit_history | raise
0eC2776C88 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/project.py | 173 | src.lanctl.apps.ip.interfaces.cli.commands.project._update | raise
0eC2AB7360 | 42 | src/lanctl/apps/monitor/configuration.py | 28 | src.lanctl.apps.monitor.configuration.parse_duration | raise
0eC2DDC09B | 43 | src/lanctl/core/database.py | 415 | src.lanctl.core.database.DeviceDatabase._find | raise
0eC2F0EEDB | 42 | src/lanctl/apps/monitor/checks.py | 18 | src.lanctl.apps.monitor.checks.CheckRegistry.register | raise
0eC33B6C61 | 36 | src/lanctl/apps/wire/cli/main.py | 217 | src.lanctl.apps.wire.cli.main | raise
0eC373559D | 47 | src/lanctl/core/plugins/smb_runtime.py | 215 | src.lanctl.core.plugins.smb_runtime.SMBNative.connect | raise
0eC3C21777 | 42 | src/lanctl/core/recurrent_elements.py | 49 | src.lanctl.core.recurrent_elements.RecurrentElementDatabase.load | raise
0eC3DB7620 | 31 | src/lanctl/apps/wire/xfile.py | 160 | src.lanctl.apps.wire.xfile.write | raise
0eC3EB8B22 | 45 | src/lanctl/apps/access/remote.py | 258 | src.lanctl.apps.access.remote.RemoteGuiApi.call | raise
0eC44C6AB7 | 36 | src/lanctl/apps/wire/xfile.py | 162 | src.lanctl.apps.wire.xfile.write | raise
0eC4D97F95 | 34 | src/lanctl/apps/ip/lab/scenario.py | 51 | src.lanctl.apps.ip.lab.scenario.validate_scenario | raise
0eC521F0C2 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/access.py | 489 | src.lanctl.apps.ip.interfaces.cli.commands.access._role | raise
